,SensorTime,Sensor0,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor14,Sensor15,Sensor16,Sensor18,Sensor19,Sensor20,Sensor21,Sensor22,Sensor23,Sensor24,Sensor25,Sensor28,Sensor29,Sensor31,Sensor32,Sensor33,Sensor34,Sensor37,Sensor38,Sensor40,Sensor41,Sensor42,Sensor43,Sensor44,Sensor45,Sensor47,Sensor48,Sensor49,Sensor51,Sensor53,Sensor55,Sensor56,Sensor57,Sensor58,Sensor59,Sensor61,Sensor62,Sensor63,Sensor64,Sensor67,Sensor68,Sensor69,Sensor71,Sensor75,Sensor76,Sensor77,Sensor78,Sensor79,Sensor80,Sensor81,Sensor82,Sensor83,Sensor84,Sensor86,Sensor87,Sensor88,Sensor89,Sensor90,Sensor91,Sensor92,Sensor93,Sensor96,Sensor99,Sensor102,Sensor103,Sensor107,Sensor108,Sensor113,Sensor115,Sensor116,Sensor117,Sensor118,Sensor119,Sensor120,Sensor121,Sensor122,Sensor125,Sensor126,Sensor128,Sensor131,Sensor132,Sensor133,Sensor134,Sensor135,Sensor136,Sensor137,Sensor138,Sensor139,Sensor142,Sensor143,Sensor144,Sensor145,Sensor146,Sensor150,Sensor151,Sensor153,Sensor156,Sensor159,Sensor160,Sensor161,Sensor162,Sensor166,Sensor167,Sensor168,Sensor169,Sensor170,Sensor171,Sensor172,Sensor173,Sensor175,Sensor176,Sensor177,Sensor180,Sensor181,Sensor182,Sensor183,Sensor184,Sensor185,Sensor188,Sensor195,Sensor198,Sensor200,Sensor201,Sensor208,Sensor210,Sensor211,Sensor212,Sensor213,Sensor214,Sensor215,Sensor216,Sensor217,Sensor218,Sensor219,Sensor221,Sensor222,Sensor223,Sensor224,Sensor225,Sensor227,Sensor228,Sensor238,Sensor239,Sensor248,Sensor250,Sensor251,Sensor253,Sensor255,Sensor267,Sensor268,Sensor269,Sensor367,Sensor423,Sensor432,Sensor438,Sensor460,Sensor472,Sensor476,Sensor483,Sensor510,Sensor542,Sensor543,Sensor544,Sensor558,Sensor559,Sensor570,Sensor571,Sensor572,Sensor582,Sensor583,Sensor586,Sensor587,Sensor589,Pass_Fail
253,2008-08-18 07:23:00,2872.01,2570.13,2244.1111,1676.7316,0.9197,100.0,100.8067,0.1204,-999.0,-0.0057,0.0101,0.9608,202.3023,9.1503,418.1526,9.9445,192.3578,12.4337,1.4091,-5291.5,2743.75,-1787.0,421.0,-999.0,66.6889,2.9333,3.4029,85.1817,8.6211,50.2667,66.1702,86.955,77.92,-999.0,70.0,348.6836,10.5903,115.2955,0.9934,143.4136,1.0,-999.0,4.617,2819.0,0.9369,0.9462,4.6725,26.8609,10.9013,102.1564,9.9963,13.1391,1.1084,148.9973,1.0,119.3816,-0.0108,-0.0571,-0.0064,-999.0,0.0099,-0.0876,-0.0174,0.0336,7.1898,0.1389,2.441,0.9879,1858.0592,0.1913,8223.26,0.0093,0.0033,0.0009,0.1377,-999.0,-999.0,-0.0098,-0.0159,-0.0451,0.935,702.2514,0.9906,59.6506,0.6102,-999.0,6.3083,15.83,4.425,1.21,2.649,-999.0,0.9989,-999.0,1004.9778,41.6229,84.0,-999.0,114.7,54.3,301.194,6.33,0.0062,0.2239999999999999,-999.0,0.0573,5.518,10.166,0.0162,0.0278,505.0,537.0,3379.0,1129.0,2.5,1.3,0.094,0.5589999999999999,0.631,0.0928,0.3156,0.5188,0.8079,0.2739,0.248,-999.0,0.211,9.55,29.3,0.1079,7.85,25.754,0.311,0.225,-999.0,5.41,97.969,0.0629,0.0449,0.022,0.0812,-999.0,0.0846,0.0763,0.0744,5.655,0.0027,0.0459,0.0013,124.1028,0.034,1599.2002,0.0088,-999.0,0.0043,0.0086,0.0262,154.4897,0.0012,-999.0,0.6224,-999.0,18.67,3.3945,0.0025,60.3042,189.0879,44.3182,40.4128,160.0584,16.8278,78.634,43.7659,0.1096,0.0078,0.0026,0.9675,0.0907,364.1436,2.2891,280.79,0.4997,0.0186,0.0137,0.0066,48.5023,0
254,2008-08-18 07:29:00,3008.98,-999.0,2197.6444,1247.0334,0.7865,100.0,99.9211,0.1203,1.4025,-0.0365,0.0008,0.9526,199.003,10.887,416.0875,9.9514,189.0515,12.4786,1.3948,-5521.25,2748.75,-3714.5,-663.25,1.3077,64.0333,2.7667,3.4746,85.5455,9.2655,-999.0,65.76899999999999,86.4804,11.52,-999.0,-999.0,349.06,9.9136,141.3509,1.3038,136.03,1.0,162.1806,4.537,2859.0,0.9309,0.9496,4.6215,23.7709,-999.0,125.1218,-999.0,16.2291,1.0771,144.4109,1.0,120.7068,-0.0241,-0.0781,-0.0695,-0.0723,-0.0244,-0.0876,-0.0291,-0.0505,7.601,0.1324,2.3566,-999.0,1828.5711,-999.0,9412.2001,0.0122,-0.0005,-999.0,-0.1095,0.1023,0.0049,-0.0115,0.0377,-0.0547,0.9464,801.6339999999999,0.9905,-999.0,0.6039,0.9768,6.3101,15.84,4.0360000000000005,-999.0,2.544,3.037,0.9977,2.3101,1003.854,37.6619,95.0,197.9,-999.0,61.1001,-999.0,7.42,0.0045,0.0562,0.0578,0.0569,9.555,21.857,0.0148,0.0538,-999.0,288.0,506.0,614.0,2.1,0.7,0.073,0.345,0.6627,0.1444,0.3108,0.6033,0.8366,-999.0,0.161,19.3,0.612,10.25,33.802,0.0971,10.13,46.429,0.283,0.728,21.39,7.75,51.024,0.4589999999999999,0.0414,0.0215,-999.0,0.5928,0.0949,0.088,0.0354,3.0134,0.0037,0.0679,0.0057,91.5863,0.0246,888.0996,0.012,0.0179,0.0055,0.0058,0.0254,91.7325,-999.0,-999.0,0.615,0.0778,17.805,-999.0,0.0029,87.7652,13.6223,25.3012,28.628,202.3861,15.0582,53.00899999999999,47.8261,-999.0,0.0078,0.0026,0.9168,0.1139,532.8455,1.6887,-999.0,0.4966,0.0169,-999.0,0.0306,81.5102,0
255,2008-08-18 08:18:00,-999.0,2549.89,2244.1111,1676.7316,0.9197,100.0,-999.0,0.1204,1.484,0.0045,-0.0019,0.9486,201.4136,8.4048,-999.0,9.8004,191.6132,12.4753,1.4155,-6346.0,3083.5,-3489.0,1371.5,0.9888,-999.0,2.8,4.6306,86.4863,8.828,50.2667,66.2347,87.0137,77.17,2.547,70.0,363.0727,9.8125,-999.0,1.2411,141.2491,-999.0,201.0459,4.577,2913.0,0.9264,0.9572,4.5144,-999.0,10.0891,124.7118,15.5709,20.84,0.9762,147.8873,1.0,77.0597,0.0093,-999.0,0.0172,-0.0076,0.0295,0.0097,-0.0278,0.0286,6.9105,0.1302,2.4304,0.9871,1819.8672,-999.0,8655.8501,0.1134,0.0088,-0.0035,-0.5807,-0.026,-0.0555,-0.0067,-0.024,-0.0274,-999.0,748.6378,0.9904,58.2193,-999.0,0.9764,6.327000000000001,-999.0,4.434,1.172,2.6180000000000003,3.332,-999.0,2.3038,1005.6298,38.0405,99.0,159.3,135.9,54.3,-999.0,-999.0,0.0062,0.0545,0.0568,0.0741,7.752999999999999,15.858,0.021,0.0275,373.0,638.0,2931.0,132.0,-999.0,0.8,0.085,0.135,0.7217,0.0828,-999.0,0.6793,0.7397,0.3596,0.514,20.01,0.6809999999999999,13.64,21.145,0.1869,8.61,87.74,0.0969999999999999,0.975,28.95,10.73,89.99700000000001,0.0929,0.0189,0.0237,0.0829,0.1053,0.0894,0.0753,-999.0,4.9866,0.0021,0.0236,0.0016,127.7813,0.0532,488.0996,0.0488,0.0433,0.004,0.0029,0.0066,49.2623,0.0008,0.024,-999.0,0.0729,12.012,3.6465,-999.0,92.2447,84.0069,28.5714,43.6418,185.9241,36.8804,40.6889,60.0375,0.1096,0.0078,0.0026,0.9197,0.3459,535.7282,2.1451,7.49,0.4988,0.0185,-999.0,0.0114,84.4337,0
256,2008-08-18 08:31:00,3073.67,2349.48,2244.1111,1676.7316,0.9197,100.0,100.8067,0.1204,1.4596,0.0034,0.0057,0.9571,202.0653,7.4945,403.1773,9.9935,192.0718,12.46,1.376,-5213.75,2526.5,-4342.5,-2004.0,1.3032,69.0556,2.2111,3.4326,85.59700000000001,8.5155,50.0426,66.2008,87.1407,78.67,2.422,70.0,346.6073,10.1751,130.7273,1.3693,143.74,-999.0,175.0643,4.537,2859.0,0.9309,0.9496,4.6215,25.4264,10.4921,116.1536,10.3545,14.5736,1.0354,148.6155,1.0,-999.0,-0.01,-0.0486,-0.0315,-0.0607,0.0157,-0.0927,-0.0169,-999.0,7.4803,0.1374,2.349,0.9886,1733.5523,0.1887,8418.5601,-0.0792,0.001,-0.0014,-0.0337,-0.0437,0.0638,-0.0076,0.0617,-0.0361,0.9364,704.8514,0.9906,59.6888,0.5964,0.9765,6.2909,-999.0,4.425,1.21,2.649,3.261,0.9989,2.3038,-999.0,41.6229,124.0,280.4,219.9,54.3,301.194,6.33,0.0062,0.0893,0.0596,0.0469,4.941,5.445,0.0186,0.3436,1266.0,247.0,3161.0,3603.0,2.9,0.7,0.104,0.507,0.8383,0.0494,0.2393,0.4621,0.8146,0.2391,0.352,16.63,0.2189999999999999,7.46,31.545,-999.0,5.57,73.243,-999.0,0.497,19.08,6.12,61.128,0.049,-999.0,0.0467,0.0654,-999.0,0.0812,0.0967,0.0568,-999.0,0.0033,0.0713,0.0018,52.4263,0.0324,620.4004,0.0218,0.0145,-999.0,0.0051,0.0341,64.7705,0.0012,0.0543,0.5856,0.0787,18.67,3.3945,0.0045,65.9287,-999.0,31.6583,41.8378,184.268,13.548,68.4833,57.7049,0.1096,0.0078,0.0026,-999.0,0.4946,534.79,1.6127,9.23,0.5018,0.0105,-999.0,0.0114,84.4337,0
257,2008-08-18 10:13:00,3012.98,2498.28,-999.0,1502.9221,1.816,100.0,102.0978,0.1195,1.44,-0.0281,-0.0044,0.9515,202.9595,8.7225,422.8784,-999.0,193.527,12.5018,1.4041,-6454.5,3102.75,-999.0,1564.0,0.96,-999.0,2.0,-999.0,85.48200000000001,9.3998,50.4069,66.3747,87.2029,65.12,2.939,-999.0,-999.0,10.0809,131.5245,0.9733,135.9036,1.0,53.1731,4.592,2835.0,0.9348,0.9499,4.6276,26.6136,-999.0,-999.0,5.3233,13.3864,1.0748,145.7164,-999.0,-999.0,0.0242,-0.0816,-0.0077,-0.0376,0.0217,-0.0957,-0.0332,0.0435,8.0253,0.1361,2.4547,0.9879,1858.0592,0.1879,8625.08,-999.0,0.0038,-0.0031,0.1076,-999.0,0.0672,-0.0097,0.0484,-0.0468,0.9503,744.2076,0.9904,58.4718,0.5831,0.9791,6.1955,15.83,4.281000000000001,1.267,-999.0,-999.0,0.9948,2.2928,1003.5358,38.859,88.0,-999.0,132.4,74.2,351.526,5.02,0.0032,0.1772,0.1461,0.0398,5.655,14.842,0.0179,0.0366,313.0,655.0,13242.0,51.0,3.2,0.6,-999.0,0.092,0.5095,0.1872,0.3156,-999.0,0.8867,0.2327,0.157,16.3,0.792,8.23,28.093000000000004,0.2109,7.52,20.34,0.285,0.262,12.03,5.89,62.36,0.1017,0.0703,0.0257,0.0736,0.0934,0.1127,0.0654,0.091,6.6052,0.0044,-999.0,0.0013,124.1028,0.031,1149.7002,0.0165,0.0137,0.0044,0.003,0.0133,106.3976,0.0008,0.0209,0.485,0.0781,12.128,2.6060000000000003,-999.0,64.8327,189.6863,30.0,38.2524,225.9889,16.2813,86.1256,45.478,0.1096,0.0078,0.0026,0.9818,0.9412,531.0027,2.4523,9.98,0.5001,0.0191,-999.0,0.0114,84.4337,0
258,2008-08-18 11:04:00,3072.31,2308.6,2176.6334,1272.409,1.3828,100.0,100.4622,0.1216,1.4378,-0.0282,0.0012,0.9593,199.986,11.0353,413.1905,10.071,189.915,-999.0,1.3821,-5532.5,2691.25,-3677.75,402.25,1.3202,69.3778,2.7444,-999.0,85.5361,-999.0,50.3421,66.2273,-999.0,36.03,37.88,70.0,361.1691,9.8804,146.9227,0.9565,133.17,1.0,59.4553,4.55,2910.0,0.9228,0.9492,4.5924,-6.5391,10.2241,120.3836,13.6636,26.5391,1.1740000000000002,145.1655,1.0,109.9912,-0.0024,-0.0624,-0.0022,-0.0985,-0.0237,-0.0898,-0.0093,-0.0544,7.3351,0.1254,2.4611,0.9904,1853.8926,0.1923,9515.9101,-0.0698,0.0008,0.0014,-0.0639,-0.0716,0.0744,-0.0089,-0.0135,0.0603,0.9413,825.7933,-999.0,57.9911,0.6041,-999.0,6.265,-999.0,4.387,-999.0,2.575,3.267,0.9952,2.307,-999.0,37.0129,143.0,265.1,155.4,46.5,-999.0,-999.0,0.0037,0.1273,0.0716,-999.0,5.674,13.478,0.0131,0.0673,808.0,338.0,1083.0,354.0,2.0,2.2,0.151,0.3979999999999999,-999.0,-999.0,0.4484,0.4761,0.6217,0.2476,0.246,20.06,0.763,13.65,17.47,0.2006,12.6,14.658,0.091,0.762,16.5,11.12,97.224,-999.0,0.0392,0.0366,0.1055,0.6196,0.0761,0.1069,0.0396,3.0996,0.0034,0.0648,0.0008,124.5254,0.0262,903.0,0.0126,0.0167,0.003,0.0032,0.0183,88.7617,0.0008,0.0348,0.3863,0.0792,17.727999999999998,3.4877,0.0036,51.4169,29.4474,80.1619,24.6538,120.7588,13.5632,62.8205,33.7079,-999.0,0.0078,0.0026,0.978,0.1339,532.3182,2.275,10.19,0.5016,0.0196,0.0135,0.0114,84.4337,0
259,2008-08-18 12:00:00,2968.02,2494.25,2197.2667,911.2054,1.3257,100.0,104.1722,0.1208,-999.0,-0.0212,-0.0044,-999.0,-999.0,9.6914,428.4552,9.4449,193.1885,12.4492,1.4084,-5064.0,-999.0,-1776.25,-3761.3333,-999.0,67.1778,2.4111,3.4294,85.6608,9.5713,50.3999,66.437,86.8261,64.39,2.501,70.0,351.2655,9.7728,-999.0,1.0745,132.66,1.0,48.9271,-999.0,2830.0,0.9364,-999.0,4.6771,0.1518,10.3049,-999.0,-999.0,19.8482,1.1679,143.4045,1.0,102.2772,0.0189,-0.071,0.0049,-0.0547,0.0011,-0.0881,-0.0183,-0.01,7.6998,0.1327,2.3841,0.9671,1831.864,0.2129,9618.9899,0.09,-0.0007,-0.0007,0.2069,-0.0493,-0.0063,-0.0107,0.0735,0.0372,0.9334,816.0923,0.9904,58.6862,0.6014,0.9748,6.1499,-999.0,4.281000000000001,1.267,2.6180000000000003,3.267,0.9948,2.2928,1003.5358,38.859,140.0,166.9,128.4,48.5,187.858,6.69,0.0044,0.0808,0.0565,0.0374,-999.0,15.345,0.0076,0.0374,2178.0,633.0,18949.0,7809.0,1.4,1.4,0.1,0.485,-999.0,0.1233,0.3812,0.6064,0.799,0.2063,0.247,25.51,0.799,10.79,32.56,0.1519,13.78,17.742,0.316,0.352,15.78,6.2,-999.0,-999.0,0.0482,0.0476,0.0469,0.0862,0.1043,0.0979,0.0615,2.3309,0.0023,-999.0,0.0068,86.8746,0.1125,803.7998,0.0133,0.0159,0.0051,0.0049,0.0193,65.7491,0.0008,0.0429,0.3836,0.0781,12.128,2.6060000000000003,0.0031,45.7418,0.0,58.0645,-999.0,138.1748,11.7581,67.9352,47.5524,0.1096,0.0078,0.0026,0.978,0.1339,534.96,1.8846,10.03,0.5009,0.0096,0.0135,0.0114,84.4337,0
260,2008-08-18 12:06:00,3111.93,2460.94,2176.6334,1272.409,1.3828,100.0,100.4622,0.1216,1.5183,-0.0161,0.0004,0.9735,202.2468,12.3885,404.9158,10.3359,191.9109,12.4661,1.3979,-6273.5,3015.75,-3965.25,1523.75,0.9883,68.2,2.1556,4.6451,85.6608,9.5713,50.3999,66.437,86.8261,64.39,2.501,70.0,360.5918,10.0285,128.0155,-999.0,138.6664,1.0,53.5979,4.615,2863.0,0.9278,0.9482,4.759,2.8245,10.5182,110.84,11.9663,17.1755,1.092,144.5818,1.0,-999.0,-0.0189,-0.0538,-999.0,-0.0692,-0.0023,-0.0843,-0.0295,-0.0454,8.4996,0.131,2.4389,0.9715,1786.6951,0.1644,8407.1301,-999.0,0.0028,-0.0012,0.0168,0.0651,-999.0,-0.01,0.0188,-0.0196,0.9492,725.3973,0.9905,59.4937,-999.0,0.9676,6.2593,15.82,4.387,1.1909999999999998,2.575,3.267,0.9952,2.307,1004.895,37.0129,159.0,87.5,101.5,46.5,279.9641,-999.0,0.0037,0.1211,0.0509,0.0534,9.419,8.3,0.0073,0.0296,375.0,680.0,713.0,135.0,3.0,0.9,0.125,0.123,0.6791,0.1233,0.3812,0.6064,0.799,0.2063,0.247,30.52,0.825,5.4,30.364,0.2464,7.91,31.241,0.2739999999999999,0.496,22.9,6.74,108.43,0.0712,0.0488,0.0515,0.0467,0.0577,0.0598,0.0845,-999.0,1.8042,0.0022,0.047,0.0052,135.495,0.0366,807.1006,0.0099,0.0088,0.0036,-999.0,0.0164,105.9208,0.0006,0.0336,0.3102,0.0792,17.727999999999998,3.4877,0.0019,76.0305,17.9812,41.7526,58.2877,191.3703,12.6001,-999.0,36.0,0.1096,0.0078,0.0026,0.9859,0.1732,535.2782,1.807,-999.0,-999.0,0.0147,0.0135,-999.0,84.4337,0
261,2008-08-18 12:22:00,2957.97,2483.97,2243.7778,1502.9221,1.816,100.0,102.0978,0.1195,1.442,0.0183,0.0023,0.9569,202.0149,9.559,422.7669,9.8972,192.1177,12.4786,1.3962,-6267.75,3006.5,-4335.0,1503.0,0.9952,70.1222,2.2889,4.6379,84.3575,8.531,50.4338,66.3319,87.0242,77.59,3.893,70.0,351.8664,10.1955,129.3127,1.0777,138.2282,1.0,50.2306,4.655,2819.0,0.9337,0.9469,4.615,12.1818,10.8692,101.4945,12.0333,-999.0,1.3555,156.5527,1.0,125.1848,0.0395,-0.032,0.0437,-0.0603,0.0365,-0.0836,0.0108,-0.047,6.888999999999999,-999.0,2.4222,0.987,-999.0,0.1631,8321.28,0.0075,-0.0023,0.0042,0.1791,-999.0,-0.0254,-999.0,0.0836,0.0255,0.9295,667.6864,0.9911,58.1097,0.6033,-999.0,6.4465,15.83,4.425,1.21,2.649,3.261,0.9989,2.3038,1004.9778,-999.0,136.0,264.2,-999.0,74.2,-999.0,5.02,0.0032,-999.0,0.0451,0.0411,4.933,14.336,0.0188,-999.0,-999.0,696.0,349.0,87.0,2.3,-999.0,0.083,0.1969999999999999,0.8708,0.0529,0.294,0.5231,0.8196,0.2654,-999.0,17.81,0.691,12.51,31.115,0.1163,8.26,13.886,0.3329999999999999,0.24,14.74,5.31,71.344,0.0895,0.0429,-999.0,0.0492,0.0812,0.0768,0.0786,0.0622,3.6369,0.0023,0.0436,0.0023,148.3832,0.0433,1072.8003,0.0127,0.0094,0.0069,0.0041,0.0443,73.5334,-999.0,0.0225,0.6526,-999.0,18.67,3.3945,0.0026,51.6058,8.0507,17.4757,27.6445,122.4936,10.8627,134.0625,87.8981,0.1096,0.0078,0.0026,-999.0,0.3106,538.1409,1.715,5.93,0.5077,0.0144,0.0333,0.0125,37.5668,0
262,2008-08-18 12:49:00,2850.33,2570.42,2177.3222,1089.3655,1.3101,100.0,101.1478,0.1216,1.4067,-0.0234,0.0029,0.9542,199.8134,14.4533,425.7982,9.6315,190.182,12.4337,1.38,-6426.5,3060.0,-3713.25,1606.5,0.9733,70.5111,2.0444,4.6248,84.87,9.4832,50.381,66.4374,87.3382,65.34,3.102,70.0,350.7336,10.1507,130.1482,1.3717,141.8173,1.0,210.5202,4.593999999999999,2828.0,0.9354,0.9511,4.6871,19.5609,10.5164,109.7091,12.7282,20.4391,1.1673,150.4382,1.0,-999.0,-0.0001,-0.0565,-0.0113,-0.0513,0.0048,-0.0777,-0.0425,0.0206,7.1025,0.1357,2.4487,0.99,-999.0,0.1976,8906.5,-0.001,0.0007,0.0036,-0.2592,-0.0809,-999.0,-0.0074,-0.2156,-0.067,0.9487,766.4387,0.9605,56.9238,-999.0,0.9787,6.2021,15.85,4.303999999999999,1.168,2.653,3.195,0.9967,2.3128,1004.167,41.2315,84.0,-999.0,-999.0,46.3999,264.955,4.37,0.0039,0.129,0.0491,0.0414,11.197,14.072,0.0146,-999.0,373.0,752.0,1702.0,73.0,3.7,1.2,0.066,0.121,-999.0,0.1478,-999.0,0.5819,0.9871,0.2747,0.2289999999999999,16.36,0.349,-999.0,30.805,0.0986,3.77,40.796,0.303,-999.0,25.56,3.75,97.632,0.0879,0.0641,0.1186,-999.0,0.0737,0.0923,0.1038,0.1498,5.9017,0.0031,-999.0,0.0007,119.543,0.0732,990.3994,0.0317,0.019,0.0047,0.0025,0.0168,103.9807,0.0058,0.0436,0.4116,0.0676,-999.0,5.0273,0.0056,77.4703,45.8359,58.6957,19.3787,200.814,23.7724,113.4011,63.621,0.1096,-999.0,0.0026,1.0103,0.4075,529.1055,2.34,11.1,-999.0,0.0139999999999999,0.0333,0.0125,37.5668,0
263,2008-08-18 13:07:00,2927.46,-999.0,2243.7778,1502.9221,-999.0,100.0,102.0978,-999.0,1.4896,0.0064,-0.0013,0.9581,201.8293,8.5018,404.1486,-999.0,191.8423,12.4104,1.4049,-5284.75,2774.25,-3835.75,-1883.75,1.288,68.1556,1.8778,3.3226,92.072,8.9416,-999.0,66.595,86.9601,14.1,6.164,-999.0,349.6918,9.9601,136.0618,1.0271,135.3655,1.0,-999.0,4.61,2802.0,0.9366,0.9506,4.6801,-1.1609,10.3625,-999.0,10.5221,21.1609,1.0167,148.57,-999.0,87.9872,0.0377,-0.0442,0.0052,-0.0672,0.0166,-999.0,-0.0033,-0.0473,7.3452,0.1306,2.4079,0.9683,1798.3583,0.157,8962.4,0.0015,0.001,-0.0014,-999.0,-0.0009,-0.0038,-0.0094,0.0211,-0.0084,0.9524,702.0433,0.9904,60.2053,0.6032,0.9659,6.3596,15.83,4.425,1.21,-999.0,-999.0,-999.0,2.3038,1004.9778,41.6229,94.0,211.8,222.6,-999.0,351.526,5.02,0.0032,0.0739,0.0465,0.0355,-999.0,4.999,0.0185,0.0256,273.0,-999.0,2672.0,3574.0,2.7,1.3,0.249,0.3979999999999999,0.6556,0.0736,0.1287,0.4272,0.8217,0.3348,0.314,20.6,0.759,8.42,29.821,0.2036,-999.0,14.826,0.296,0.285,19.38,3.63,127.189,0.0869,0.0433,0.0839,0.0484,0.0785,0.0807,-999.0,0.0639,4.6392,0.0105,0.0627,0.0024,-999.0,0.0346,1679.5996,0.0089,-999.0,0.0069,0.0053,0.0288,182.0638,0.0013,0.0443,0.6272,0.0787,18.67,3.3945,0.003,99.4846,-999.0,69.2308,28.723000000000003,184.1837,31.2571,98.0747,73.6,0.1096,0.0078,0.0026,0.9494,-999.0,531.0218,2.4,8.94,0.5012,0.016,0.0181,0.008,44.2988,0
264,2008-08-18 14:01:00,3055.21,2377.27,2177.3222,1089.3655,1.3101,100.0,101.1478,0.1216,1.4929,-0.0252,-999.0,0.9552,199.6727,-999.0,411.5736,10.0371,189.6356,-999.0,1.4112,-6267.75,3065.75,-3076.25,1636.5,0.9885,62.9556,3.1,4.7112,85.2666,9.2433,50.4042,65.9047,86.4157,75.03,3.197,70.0,347.4118,10.0588,138.7682,1.3157,141.8282,1.0,173.9305,4.537,2859.0,-999.0,0.9496,-999.0,18.63,10.334,117.3982,8.8552,21.37,1.1514,155.5755,1.0,91.8831,-0.0035,-0.0599,-0.0064,-0.0928,-0.0043,-0.079,-0.0062,-0.034,6.4887,0.1302,2.4304,0.9906,1864.3441,-999.0,8700.58,-0.0233,-999.0,-0.0016,0.0942,-0.0326,0.0625,-0.0096,-0.0573,-0.0915,0.9454,749.2668,0.9906,59.6983,0.61,0.9668,6.3845,15.82,4.387,1.1909999999999998,2.575,3.267,0.9952,2.307,1004.895,37.0129,172.0,-999.0,79.7,46.3999,264.955,4.37,0.0039,0.0881,0.0585,0.0492,11.842,16.281,0.015,0.046,96.0,599.0,7941.0,93.0,2.6,-999.0,0.079,0.145,0.6107,0.0876,0.3138,0.4808,0.8370000000000001,0.3032,0.17,19.99,0.535,9.52,34.91,0.1695,9.13,41.81399999999999,0.283,0.237,14.66,4.19,132.704,0.0739,0.0399,0.0373,0.0657,0.0886,0.0837,-999.0,0.048,2.5304,0.0021,-999.0,0.001,117.9059,0.3649,1168.7998,-999.0,0.0166,-999.0,-999.0,-999.0,118.6413,-999.0,0.0453,0.4428,0.0792,17.727999999999998,3.4877,0.0026,95.4979,258.139,29.0323,-999.0,165.5524,23.7884,66.5555,85.8639,0.1096,0.0078,0.0026,1.0068,0.3311,526.3709,-999.0,7.82,0.5,0.0166,0.0149,0.0076,51.3704,0
265,2008-08-18 14:04:00,3045.21,2561.1,2243.7778,1502.9221,1.816,-999.0,102.0978,0.1195,1.5032,-0.0042,0.0021,0.9487,-999.0,9.4744,428.9045,9.4302,193.4376,12.46,1.4229,-6452.5,3074.75,-3845.0,1464.75,0.9782,-999.0,2.0667,-999.0,84.87,9.4832,-999.0,66.4374,87.3382,65.34,3.102,70.0,364.0227,9.7557,-999.0,1.119,135.1109,1.0,45.0921,4.566,2909.0,0.9271,0.9495,4.6195,-999.0,10.4453,118.0345,-999.0,19.2882,0.9765,147.9509,1.0,99.246,0.0076,-999.0,0.0104,-0.0494,0.0401,-0.0916,-0.0159,0.0353,7.0763,0.1307,2.3972,0.99,1862.9489,0.2028,9304.59,0.018,-999.0,0.0014,-999.0,-999.0,0.0071,-999.0,0.0871,0.0881,0.9388,-999.0,0.991,58.1458,0.6037,-999.0,6.2863,15.83,4.281000000000001,1.267,2.6180000000000003,3.267,0.9948,2.2928,1003.5358,38.859,-999.0,94.8,51.2,-999.0,351.526,5.02,0.0032,0.0904,-999.0,0.0532,4.602,8.524,0.0209,0.0534,513.0,-999.0,2557.0,73.0,3.6,1.6,0.1119999999999999,0.187,0.6371,-999.0,0.3782,0.5819,0.9871,0.2747,0.2289999999999999,18.41,0.921,13.98,18.834,0.3005,10.73,-999.0,0.1009999999999999,0.302,-999.0,9.31,132.343,0.1056,0.0523,0.0507,0.0611,-999.0,0.0958,0.0998,0.0953,4.3944,0.004,0.0662,0.0011,144.5028,0.063,1217.2998,0.016,0.0119,0.0037,0.0069,0.02,144.9016,0.0011,0.0262,0.6329,0.0781,-999.0,-999.0,-999.0,48.5732,66.502,77.4194,54.1647,140.8025,18.0649,88.87,39.8385,0.1096,0.0078,0.0026,0.9655,0.1124,533.1318,2.5132,8.62,0.5001,0.0124,0.0195,0.0154,78.789,0
